訂單號,訂單序號,品號,品名,規格,訂單數量,單價,訂單金額,匯率,結案碼,客戶代號,客戶簡稱,型態別,通路別
201611012  ,0001,131000023,軸封新品,XXS0035WNR00001,1.0,99000.0,99000.0,1.0,Y,S0031,漢磊-3,201,101
201611013  ,0001,131000011,軸封新品,XXS0020WMR00001,1.0,0.0,0.0,1.0,Y,S0015,新唐,201,101
201612001  ,0001,132000054,軸封新品,BBS0375CNR00001,1.0,8000.0,8000.0,1.0,Y,E0001,聚昌,202,103
201612002  ,0001,131000048,軸封新品,XXS0625ANH00001,1.0,49500.0,99000.0,1.0,Y,S0007,UMC 8S,201,101
201612002  ,0002,131000049,軸封新品,XXS0625ANH00002,1.0,49500.0,99000.0,1.0,Y,S0007,UMC 8S,201,101
201612003  ,0001,131000048,軸封新品,XXS0625ANH00001,1.0,0.0,0.0,1.0,Y,S0007,UMC 8S,201,101
201612003  ,0002,131000049,軸封新品,XXS0625ANH00002,1.0,0.0,0.0,1.0,Y,S0007,UMC 8S,201,101
201612004  ,0001,132000054,軸封新品,BBS0375CNR00001,1.0,8000.0,8000.0,1.0,Y,E0001,聚昌,202,103
201612005  ,0001,132000159,新品軸封,AXS0005CNR00002,1.0,24500.0,24500.0,1.0,Y,S0011,力積電,201,101
201612006  ,0001,132000225,軸封新品,DXS0030CMN00002,4.0,89000.0,712000.0,1.0,Y,O0104,亞智,222,102
201612006  ,0002,132000226,軸封新品,DXS0030CMN00003,4.0,89000.0,712000.0,1.0,Y,O0104,亞智,222,102
201612007  ,0001,132000054,軸封新品,BBS0375CNR00001,1.0,8000.0,8000.0,1.0,Y,E0001,聚昌,202,103
201612008  ,0001,214000002,軸封組,軸封+零件/102106580_000_07,1.0,1445.0,1445.0,31.86,Y,F0002,AMAT,202,102
201612009  ,0001,114000006,軸封+迴轉接頭,131000068+410180001,1.0,73500.0,73500.0,1.0,N,F0019,日揚,203,101
201612010  ,0001,132000192,軸封新品,AFS0015CNN00001,16.0,10000.0,223000.0,1.0,Y,O0103,聚訊實業,223,104
201612010  ,0002,132000193,軸封新品,AFS0015CNN00002,6.0,10500.0,223000.0,1.0,Y,O0103,聚訊實業,223,104
201701001  ,0001,131000088,軸封新品,DXS0030WMR00001,6.0,68400.0,410400.0,1.0,Y,F0070,AUOL6A,201,102
201701002  ,0001,131000048,軸封新品,XXS0625ANH00001,1.0,49500.0,99000.0,1.0,Y,S0003,UMC 8C,201,101
201701002  ,0002,131000049,軸封新品,XXS0625ANH00002,1.0,49500.0,99000.0,1.0,Y,S0003,UMC 8C,201,101
201701003  ,0001,114000006,軸封+迴轉接頭,131000068+410180001,1.0,73500.0,73500.0,1.0,Y,F0019,日揚,203,101
201701004  ,0001,132000192,軸封新品,AFS0015CNN00001,16.0,10000.0,223000.0,1.0,N,O0103,聚訊實業,223,104
201701004  ,0002,132000193,軸封新品,AFS0015CNN00002,6.0,10500.0,223000.0,1.0,N,O0103,聚訊實業,223,104
201701005  ,0001,132000054,軸封新品,BBS0375CNR00001,2.0,8000.0,16000.0,1.0,Y,E0001,聚昌,202,103
201701006  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,1.0,1870.0,3361.0,32.1,Y,F0002,AMAT,202,102
201701006  ,0002,214000002,軸封組,軸封+零件/102106580_000_07,1.0,1445.0,3361.0,32.1,Y,F0002,AMAT,202,102
201701006  ,0003,410030005,正時皮帶 W.Flender,(PU)990-T10-16 FLEX/102143541,2.0,23.0,3361.0,32.1,Y,F0002,AMAT,202,102
201701007  ,0001,132000244,軸封新品,BCM2000CNR00002,10.0,715.0,7150.0,32.1,Y,O0028,KJLC,223,107
201701008  ,0001,132000054,軸封新品,BBS0375CNR00001,3.0,8000.0,24000.0,1.0,Y,E0001,聚昌,202,103
201701009  ,0001,132000102,軸封新品,BXX1000CMN00001,2.0,79500.0,159000.0,1.0,Y,S0034,奈司特,203,101
201701010  ,0001,132000054,軸封新品,BBS0375CNR00001,2.0,8000.0,16000.0,1.0,Y,E0001,聚昌,202,103
201701011  ,0001,132000169,軸封新品,AFS0015CNR00001,1.0,33000.0,33000.0,1.0,Y,L0006,兆遠科技,201,103
201701012  ,0001,131000011,軸封新品,XXS0020WMR00001,1.0,0.0,0.0,1.0,Y,S0015,新唐,201,101
201702001  ,0001,131000083,軸封新品,BXS3156ABX00002/52-117600D,1.0,225000.0,225000.0,1.0,Y,S0015,新唐,201,101
201702002  ,0001,214000001,軸封組/102104669_000_09,軸封+零件,1.0,1870.0,1870.0,31.545,y,F0001,AMAT,202,102
201702003  ,0001,131000125,軸封新品,AFM0040WNR00002,1.0,43200.0,43200.0,1.0,Y,O0112,上銀,202,104
201702004  ,0001,132000028,軸封新品,XXS0004CNR00001,2.0,30000.0,60000.0,1.0,Y,S0031,漢磊-3,201,101
201702005  ,0001,131000048,軸封新品,XXS0625ANH00001,1.0,49500.0,99000.0,1.0,Y,S0003,UMC 8C,201,101
201702005  ,0002,131000049,軸封新品,XXS0625ANH00002,1.0,49500.0,99000.0,1.0,Y,S0003,UMC 8C,201,101
201702006  ,0001,131000034,軸封新品,XXS0030WMR00002,1.0,37600.0,50000.0,1.0,Y,F0070,AUOL6A,201,102
201702006  ,0002,99999,導磁環,,1.0,4000.0,50000.0,1.0,Y,F0070,AUOL6A,201,102
201702006  ,0003,99999,軸心,,1.0,4000.0,50000.0,1.0,Y,F0070,AUOL6A,201,102
201702006  ,0004,99999,軸承,,1.0,4400.0,50000.0,1.0,Y,F0070,AUOL6A,201,102
201702007  ,0001,132000271,軸封新品,AFM0050CNR10,1.0,53800.0,53800.0,1.0,Y,O0135,工研院南院,201,107
201702008  ,0002,214000002,軸封組,軸封+零件/102106580_000_07,1.0,1445.0,1445.0,30.99,Y,F0002,AMAT,202,102
201702009  ,0001,132000082,軸封新品,AFM0075CNR10,1.0,72000.0,350000.0,1.0,Y,O0135,工研院南院,201,107
201702009  ,0002,132000154,軸封新品,AFM0020CNR10,2.0,18400.0,350000.0,1.0,Y,O0135,工研院南院,201,107
201702009  ,0003,132000270,軸封新品,AFM0025CNR00001,4.0,27800.0,350000.0,1.0,Y,O0135,工研院南院,201,107
201702009  ,0004,132000272,軸封新品,ANS0012CNR10,2.0,21000.0,350000.0,1.0,Y,O0135,工研院南院,201,107
201702009  ,0005,132000274,軸封新品,AFS0010CNR00005,4.0,22000.0,350000.0,1.0,Y,O0135,工研院南院,201,107
201702010  ,0001,132000131,軸封新品(日揚),AGS0008CNR00002,1.0,8600.0,8600.0,1.0,Y,F0019,日揚,203,101
201702011  ,0001,132000244,軸封新品,BCM2000CNR00002,20.0,680.96,13619.0,30.74,Y,O0028,KJLC,223,107
201703001  ,0001,131000133,軸封新品,BXS0625ANH00003,1.0,49500.0,99000.0,1.0,Y,S0003,UMC 8C,201,101
201703001  ,0002,131000134,軸封新品,BXS0625ANH00004,1.0,49500.0,99000.0,1.0,Y,S0003,UMC 8C,201,101
201703002  ,0001,132000054,軸封新品,BBS0375CNR00001,1.0,8000.0,8000.0,1.0,Y,E0001,聚昌,202,103
201703003  ,0001,131000099,軸封新品,AFM0025WNH00001,1.0,35000.0,35000.0,1.0,Y,O0078,承鋐儀器,202,107
201703004  ,0001,131000112,軸封新品,AXS0040WNR00003(102316976_000_00),2.0,2835.0,8170.0,30.6,Y,F0002,AMAT,202,102
201703004  ,0002,211000080,張力輪組,張力輪組(短)/102317407,2.0,510.0,8170.0,30.6,Y,F0002,AMAT,202,102
201703004  ,0003,211000079,張力輪組,張力輪組(長)/102317438,2.0,740.0,8170.0,30.6,Y,F0002,AMAT,202,102
201703005  ,0001,132000278,軸封新品,ABS0010CNR00003,3.0,19800.0,59400.0,1.0,Y,E0001,聚昌,202,103
201703006  ,0001,132000245,軸封新品,AFX0030CNR00001,1.0,38000.0,38000.0,1.0,Y,F0019,日揚,203,101
201703007  ,0001,132000279,軸封新品,ACH0020CNR00001,1.0,19000.0,19000.0,1.0,Y,S0024,亮傑,202,101
201703008  ,0001,132000132,軸封新品,AFS0020CNR00003,2.0,10000.0,20000.0,1.0,Y,F0019,日揚,203,101
201703009  ,0001,131000084,軸封新品,AXS0040WNR00001(102308070_000_00),2.0,3015.0,17365.0,30.975,Y,F0002,AMAT,202,102
201703009  ,0002,132000157,軸封新品,AXS0040CNR00001(102308121_000_00),4.0,2780.0,17365.0,30.975,Y,F0002,AMAT,202,102
201703009  ,0003,410030031,齒型皮帶 Optibelt,OMEGA 1870 5M 15/102310166,2.0,35.0,17365.0,30.975,Y,F0002,AMAT,202,102
201703009  ,0004,410030039,齒型皮帶 Optibelt,OMEGA 1500 5M HP 15/102317453,3.0,33.0,17365.0,30.975,Y,F0002,AMAT,202,102
201703009  ,0005,410030038,齒型皮帶 Optibelt,OMEGA  740 5M HP 15/102317452,2.0,23.0,17365.0,30.975,Y,F0002,AMAT,202,102
201703010  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,2.0,1870.0,3740.0,30.975,Y,F0002,AMAT,202,102
201703011  ,0001,214000002,軸封組,軸封+零件/102106580_000_07,2.0,1445.0,2890.0,30.975,Y,F0002,AMAT,202,102
201703012  ,0002,132000281,軸封新品,BXS0187CNR00001,1.0,850.0,850.0,30.975,Y,O0140,D&E,223,107
201703013  ,0001,132000102,軸封新品,BXX1000CMN00001,1.0,88000.0,176000.0,1.0,Y,O0143,北緯,202,101
201703013  ,0002,132000102,軸封新品,BXX1000CMN00001,1.0,88000.0,176000.0,1.0,Y,O0143,北緯,202,101
201703014  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,1.0,1870.0,1870.0,30.975,Y,F0002,AMAT,202,102
201703015  ,0001,132000054,軸封新品,BBS0375CNR00001,2.0,8000.0,16000.0,1.0,Y,E0001,聚昌,202,103
201704001  ,0001,132000286,軸封新品,BXS0375CNR00001,1.0,412.0,412.0,30.79,Y,O0149,KJLC,223,107
201704002  ,0001,132000110,軸封新品,XBS0010CNR00003,1.0,32000.0,32000.0,1.0,Y,E0001,聚昌,202,103
201704003  ,0001,214000006,軸封組,軸封+零件/102238311_000_03,1.0,66000.0,66000.0,1.0,Y,F0015,AGS-台灣,202,102
201704004  ,0001,132000049,軸封新品,BXX4167CNR00001,2.0,270000.0,540000.0,1.0,Y,O0048,漢辰,202,101
201704005  ,0001,132000288,軸封新品,AGS0006CNR00003,1.0,25000.0,25000.0,1.0,Y,F0019,日揚,203,101
201704006  ,0001,214000002,軸封組,軸封+零件/102106580_000_07,1.0,1445.0,1445.0,30.33,Y,F0002,AMAT,202,102
201704007  ,0001,214000006,軸封組,軸封+零件/102238311_000_03,1.0,66000.0,66000.0,1.0,Y,F0015,AGS-台灣,202,102
201704008  ,0001,132000289,軸封新品,BGS0250CNR00009,1.0,25000.0,25000.0,1.0,Y,O0118,清大,201,107
201704009  ,0001,132000049,軸封新品,BXX4167CNR00001,1.0,270000.0,270000.0,1.0,Y,O0048,漢辰,202,101
201704010  ,0001,131000011,軸封新品,XXS0020WMR00001,1.0,0.0,0.0,1.0,Y,S0015,新唐,201,101
201704011  ,0001,131000053,軸封新品,AXS0020WBR00001,1.0,60000.0,60000.0,1.0,Y,O0008,力鼎精密,202,101
201704012  ,0001,214000001,軸封組/102104669_000_09,軸封+零件,1.0,1870.0,1870.0,30.33,Y,F0002,AMAT,202,102
201705001  ,0001,214000006,軸封組,軸封+零件/102238311_000_03,1.0,66000.0,66000.0,1.0,Y,F0015,AGS-台灣,202,102
201705002  ,0001,131000053,軸封新品,AXS0020WBR00001,1.0,60000.0,60000.0,1.0,Y,O0008,力鼎精密,202,101
201705003  ,0001,132000054,軸封新品,BBS0375CNR00001,1.0,8000.0,8000.0,1.0,Y,E0001,聚昌,202,103
201705004  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,1.0,1870.0,1870.0,30.33,Y,F0002,AMAT,202,102
201705005  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,2.0,1870.0,3740.0,30.09,Y,F0002,AMAT,202,102
201705006  ,0001,131000011,軸封新品,XXS0020WMR00001,2.0,50000.0,100000.0,1.0,Y,S0015,新唐,201,101
201705007  ,0001,132000054,軸封新品,BBS0375CNR00001,1.0,8000.0,8000.0,1.0,Y,E0001,聚昌,202,103
201705008  ,0001,132000110,軸封新品,XBS0010CNR00003,1.0,32000.0,32000.0,1.0,Y,E0001,聚昌,202,103
201705009  ,0001,132000110,軸封新品,XBS0010CNR00003,1.0,32000.0,32000.0,1.0,Y,E0001,聚昌,202,103
201705010  ,0001,132000049,軸封新品,BXX4167CNR00001,5.0,270000.0,1350000.0,1.0,Y,O0048,漢辰,202,101
201705011  ,0003,131000049,軸封新品,XXS0625ANH00002,1.0,49000.0,49000.0,1.0,Y,S0002,UMC 8AB,201,101
201705012  ,0001,131000084,軸封新品,AXS0040WNR00001(102308070_000_00),1.0,3015.0,12085.0,30.13,Y,F0002,AMAT,202,102
201705012  ,0002,132000157,軸封新品,AXS0040CNR00001(102308121_000_00),1.0,2780.0,12085.0,30.13,Y,F0002,AMAT,202,102
201705012  ,0003,114000049,伺服馬達組,Sevo Motor/102316968,1.0,3455.0,12085.0,30.13,Y,F0002,AMAT,202,102
201705012  ,0004,131000112,軸封新品,AXS0040WNR00003(102316976_000_00),1.0,2835.0,12085.0,30.13,Y,F0002,AMAT,202,102
201705013  ,0001,132000290,軸封新品,BCH1500CNN00001,1.0,35500.0,35500.0,1.0,Y,O0048,漢辰,202,101
201705014  ,0001,132000054,軸封新品,BBS0375CNR00001,1.0,8000.0,8000.0,1.0,Y,E0001,聚昌,202,103
201705015  ,0001,131000136,軸封新品,AFM0010WNN00001,1.0,25000.0,25000.0,1.0,Y,O0151,承德,201,107
201705016  ,0001,131000023,軸封新品,XXS0035WNR00001,1.0,99000.0,99000.0,1.0,Y,S0105,漢磊二廠,201,101
201705017  ,0001,132000174,軸封新品,AXH0040CNN00001,4.0,41000.0,164000.0,1.0,N,O0080,準鑫,202,107
201705018  ,0001,132000054,軸封新品,BBS0375CNR00001,1.0,8000.0,8000.0,1.0,Y,E0001,聚昌,202,103
201705019  ,0001,132000054,軸封新品,BBS0375CNR00001,1.0,10000.0,10000.0,1.0,Y,S0024,亮傑,202,101
201705020  ,0001,132000058,軸封新品,XXS0030CNR00003,2.0,57000.0,114000.0,1.0,Y,F0070,AUOL6A,201,102
201705021  ,0001,132000244,軸封新品,BCM2000CNR00002,40.0,680.96,27238.4,30.13,Y,O0028,KJLC,223,107
201705022  ,0001,131000133,軸封新品,BXS0625ANH00003,1.0,49000.0,98000.0,1.0,Y,S0003,UMC 8C,201,101
201705022  ,0002,131000134,軸封新品,BXS0625ANH00004,1.0,49000.0,98000.0,1.0,Y,S0003,UMC 8C,201,101
201705023  ,0001,132000049,軸封新品,BXX4167CNR00001,7.0,270000.0,1890000.0,1.0,Y,O0048,漢辰,202,101
201705024  ,0001,214000002,軸封組/102106580_000_07,軸封+零件,1.0,1445.0,1445.0,30.13,Y,F0002,AMAT,202,102
201705025  ,0001,132000287,軸封新品,BBS0250CNR00011,1.0,300.0,300.0,30.095,Y,O0028,KJLC,223,107
201705026  ,0001,132000054,軸封新品,BBS0375CNR00001,1.0,8000.0,8000.0,1.0,Y,E0001,聚昌,202,103
201706001  ,0001,131000021,軸封新品,XXS0030WMR00001,8.0,60000.0,670000.0,1.0,Y,F0092,凌巨,201,102
201706001  ,0002,131000008,軸封新品,XXS0030WNR00001,2.0,95000.0,670000.0,1.0,Y,F0092,凌巨,201,102
201706002  ,0001,132000054,軸封新品,BBS0375CNR00001,5.0,8000.0,40000.0,1.0,Y,E0001,聚昌,202,103
201706003  ,0001,132000049,軸封新品,BXX4167CNR00001,1.0,270000.0,270000.0,1.0,Y,O0048,漢辰,202,101
201706004  ,0001,132000054,軸封新品,BBS0375CNR00001,2.0,8000.0,16000.0,1.0,Y,E0001,聚昌,202,103
201706005  ,0001,132000081,軸封新品,AFS0020CNR10,2.0,16000.0,32000.0,1.0,Y,O0157,普鍍,201,107
201706006  ,0001,132000054,軸封新品,BBS0375CNR00001,3.0,9500.0,28500.0,1.0,Y,S0024,亮傑,202,101
201706007  ,0001,132000240,軸封新品,BCM1000CNR00002,10.0,584.25,5842.5,30.03,Y,O0028,KJLC,223,107
201706008  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,2.0,1870.0,3740.0,30.03,Y,F0002,AMAT,202,102
201706009  ,0001,114000017,滾輪,(1.4108)102104718_000_05(3402),1.0,310.0,310.0,30.03,N,F0001,AMAT,202,102
201706010  ,0001,214000002,軸封組,軸封+零件/102106580_000_07,1.0,1445.0,1445.0,30.19,Y,F0002,AMAT,202,102
201707001  ,0001,132000205,軸封,BGS0250CNR00003,2.0,234.08,468.16,30.325,Y,O0028,KJLC,223,107
201707002  ,0001,132000102,軸封新品,BXX1000CMN00001,4.0,79500.0,318000.0,1.0,Y,S0034,奈司特,203,101
201707003  ,0001,132000295,軸封新品,AKS0006CNR00001,2.0,16500.0,33000.0,1.0,Y,F0019,日揚,203,101
201707004  ,0001,132000054,軸封新品,BBS0375CNR00001,3.0,8000.0,24000.0,1.0,Y,E0001,聚昌,202,103
201707005  ,0001,132000049,軸封新品,BXX4167CNR00001,5.0,270000.0,1350000.0,1.0,Y,O0048,漢辰,202,101
201707006  ,0001,132000120,軸封新品,AXS0018CNR00001,4.0,21000.0,84000.0,1.0,Y,F0073,AUOL7A,201,102
201707007  ,0002,131000056,軸封新品,AFM0040WNR00001,2.0,60000.0,120000.0,1.0,Y,O0030,漢民,202,101
201707008  ,0001,132000054,軸封新品,BBS0375CNR00001,2.0,8000.0,16000.0,1.0,Y,E0001,聚昌,202,103
201707009  ,0001,131000011,軸封新品,XXS0020WMR00001,2.0,50000.0,100000.0,1.0,Y,S0015,新唐,201,101
201707010  ,0001,131000113,軸封新品,BXS0625AMH00005/E19284870,1.0,61000.0,122000.0,1.0,Y,S0007,UMC 8S,201,101
201707010  ,0002,131000114,軸封新品,BXS0625AMH00006/E19284880,1.0,61000.0,122000.0,1.0,Y,S0007,UMC 8S,201,101
201707011  ,0001,214000008,軸封組,軸封+零件/102297800_000_00,1.0,2200.0,2200.0,30.35,Y,F0002,AMAT,202,102
201707012  ,0001,131000049,軸封新品,XXS0625ANH00002,1.0,49000.0,98000.0,1.0,Y,P0066,聯穎光電,201,103
201707012  ,0002,131000048,軸封新品,XXS0625ANH00001,1.0,49000.0,98000.0,1.0,Y,P0066,聯穎光電,201,103
201707013  ,0001,132000054,軸封新品,BBS0375CNR00001,2.0,10800.0,21600.0,1.0,Y,O0010,加高,201,107
201708001  ,0001,131000011,軸封新品,XXS0020WMR00001,1.0,50000.0,50000.0,1.0,Y,S0015,新唐,201,101
201708002  ,0001,131000083,軸封新品,BXS3156ABX00002/52-117600D,1.0,225000.0,225000.0,1.0,Y,S0015,新唐,201,101
201708003  ,0001,132000158,軸封新品,AXS0016CNR00002,1.0,48000.0,48000.0,1.0,Y,O0030,漢民,202,101
201708004  ,0001,131000056,軸封新品,AFM0040WNR00001,1.0,60000.0,60000.0,1.0,Y,O0030,漢民,202,101
201708005  ,0001,131000145,軸封新品,AFM0020WNH00001,3.0,30000.0,148000.0,1.0,Y,O0078,承鋐儀器,202,107
201708005  ,0002,131000146,軸封新品,AXM0025WNH00001,1.0,35000.0,148000.0,1.0,Y,O0078,承鋐儀器,202,107
201708005  ,0003,131000147,軸封新品,AXM0012WNH00001,1.0,23000.0,148000.0,1.0,Y,O0078,承鋐儀器,202,107
201708006  ,0001,132000054,軸封新品,BBS0375CNR00001,3.0,9500.0,28500.0,1.0,Y,S0024,亮傑,202,101
201708007  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,2.0,1870.0,3740.0,30.285,Y,F0002,AMAT,202,102
201708008  ,0001,132000220,軸封新品,AFS0010CNR10,1.0,0.0,0.0,1.0,Y,O0116,凌嘉,202,102
201708009  ,0001,132000290,軸封新品,BCH1500CNN00001,2.0,35500.0,71000.0,1.0,Y,O0048,漢辰,202,101
201708010  ,0001,132000080,軸封新品,BBS0250CNR00003,10.0,252.23,2973.08,30.235,Y,O0028,KJLC,223,107
201708010  ,0002,132000202,軸封新品,BGS0375CNR00007,2.0,225.39,2973.08,30.235,Y,O0028,KJLC,223,107
201708011  ,0001,132000049,軸封新品,BXX4167CNR00001,5.0,270000.0,1350000.0,1.0,Y,O0048,漢辰,202,101
201708012  ,0001,132000205,軸封,BGS0250CNR00003,10.0,234.08,2340.8,30.235,Y,O0028,KJLC,223,107
201709001  ,0001,131000060,軸封新品,AFS0012WMN00001,1.0,35000.0,83000.0,1.0,Y,O0030,漢民,202,101
201709001  ,0002,132000158,軸封新品,AXS0016CNR00002,1.0,48000.0,83000.0,1.0,Y,O0030,漢民,202,101
201709002  ,0001,132000080,軸封新品,BBS0250CNR00003,10.0,252.23,3649.25,30.18,Y,O0028,KJLC,223,107
201709002  ,0002,132000202,軸封新品,BGS0375CNR00007,5.0,225.39,3649.25,30.18,Y,O0028,KJLC,223,107
201709003  ,0001,132000305,軸封新品,AFS0015CNF00004,40.0,300.0,12000.0,30.18,Y,O0103,聚訊實業,223,104
201709004  ,0001,131000018,軸封新品,XXS0030WMR00004,1.0,52000.0,52000.0,1.0,Y,F0014,INX-T1,201,102
201709005  ,0001,132000249,軸封新品,BNS0750CNR00001,1.0,399.71,399.71,30.18,Y,O0028,KJLC,223,107
201709006  ,0001,132000009,軸封新品,AHS0020CNR01,1.0,0.0,0.0,1.0,Y,O0172,鐳迪机電,222,107
201709007  ,0001,132000290,軸封新品,BCH1500CNR00001,1.0,35500.0,35500.0,1.0,Y,O0048,漢辰,202,101
201709008  ,0001,132000178,軸封新品,AGS0006CNR00002,2.0,16250.0,32500.0,1.0,Y,F0019,日揚,203,101
201709009  ,0001,131000011,軸封新品,XXS0020WMR00001,2.0,50000.0,150000.0,1.0,Y,S0015,新唐,201,101
201709009  ,0002,131000011,軸封新品,XXS0020WMR00001,1.0,50000.0,150000.0,1.0,Y,S0015,新唐,201,101
201709010  ,0001,131000133,軸封新品,BXS0625ANH00003,1.0,49000.0,98000.0,1.0,Y,S0003,UMC 8C,201,101
201709010  ,0002,131000134,軸封新品,BXS0625ANH00004,1.0,49000.0,98000.0,1.0,Y,S0003,UMC 8C,201,101
201709011  ,0001,132000054,軸封新品,BBS0375CNR00001,2.0,10800.0,21600.0,1.0,Y,O0010,加高,201,107
201710001  ,0001,132000110,軸封新品,XBS0010CNR00003,1.0,32000.0,32000.0,1.0,Y,E0001,聚昌,202,103
201710002  ,0001,131000156,軸封新品(雷刻依客戶),BXS0625AMH00007/E19284870,1.0,0.0,0.0,1.0,Y,O0120,寶虹科技,203,101
201710002  ,0002,131000157,軸封新品(雷刻依客戶),BXS0625AMH00007/E19284870,1.0,0.0,0.0,1.0,Y,O0120,寶虹科技,203,101
201710003  ,0001,131000151,軸封新品,AFS0012WMN00003,1.0,38000.0,38000.0,1.0,Y,O0030,漢民,202,101
201710004  ,0001,132000296,軸封新品,,16.0,305.0,4880.0,30.01,Y,F0001,AMAT,202,102
201710005  ,0001,131000026,軸封新品,XXS0105WNH00001/52-121187,1.0,298000.0,298000.0,1.0,Y,S0015,新唐,201,101
201710006  ,0001,132000110,軸封新品,XBS0010CNR00003,1.0,32000.0,32000.0,1.0,Y,E0001,聚昌,202,103
201710007  ,0001,132000205,軸封,BGS0250CNR00003,25.0,234.08,5852.0,30.27,Y,O0028,KJLC,223,107
201710008  ,0001,131000150,軸封新品,AXR0076WMR00001,1.0,290000.0,290000.0,1.0,Y,O0087,歐文國際,203,103
201710009  ,0001,132000084,軸封新品,AFS0012CNR00004,1.0,40000.0,217500.0,1.0,Y,O0030,漢民,202,101
201710009  ,0002,132000089,軸封新品,AXM0012CNR00001,1.0,30000.0,217500.0,1.0,Y,O0030,漢民,202,101
201710009  ,0003,132000158,軸封新品,AXS0016CNR00002,1.0,48000.0,217500.0,1.0,Y,O0030,漢民,202,101
201710009  ,0004,131000055,軸封新品,ANS0012WNN00001,1.0,39500.0,217500.0,1.0,Y,O0030,漢民,202,101
201710009  ,0005,131000056,軸封新品,AFM0040WNR00001,1.0,60000.0,217500.0,1.0,Y,O0030,漢民,202,101
201710010  ,0001,132000049,軸封新品,BXX4167CNR00001,6.0,270000.0,1620000.0,1.0,Y,O0048,漢辰,202,101
201710011  ,0001,132000244,軸封新品,BCM2000CNR00002,80.0,680.96,55645.3,30.27,Y,O0028,KJLC,223,107
201710011  ,0002,132000240,軸封新品,BCM1000CNR00002,2.0,584.25,55645.3,30.27,Y,O0028,KJLC,223,107
201710012  ,0001,132000054,軸封新品,BBS0375CNR00001,1.0,8000.0,8000.0,1.0,Y,E0001,聚昌,202,103
201710013  ,0001,132000205,軸封,BGS0250CNR00003,20.0,234.08,4681.6,30.27,Y,O0028,KJLC,223,107
201710014  ,0001,131000158,軸封新品,AFS0012WNR00003,9.0,19000.0,291000.0,1.0,Y,O0132,鋆?,202,102
201710014  ,0002,132000154,軸封新品,AFM0020CNR10,5.0,24000.0,291000.0,1.0,Y,O0132,鋆?,202,102
201711001  ,0002,132000240,軸封新品,BCM1000CNR00002,1.0,584.25,584.25,30.21,Y,O0028,KJLC,223,107
201711002  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,1.0,1870.0,3315.0,30.21,Y,F0002,AMAT,202,102
201711002  ,0002,214000002,軸封組,軸封+零件/102106580_000_07,1.0,1445.0,3315.0,30.21,Y,F0002,AMAT,202,102
201711003  ,0001,132000205,軸封,BGS0250CNR00003,20.0,234.08,4681.6,30.21,Y,O0028,KJLC,223,107
201711004  ,0001,132000054,軸封新品,BBS0375CNR00001,2.0,10800.0,21600.0,1.0,Y,O0010,加高,201,107
201711005  ,0001,132000054,軸封新品,BBS0375CNR00001,2.0,8000.0,16000.0,1.0,Y,E0001,聚昌,202,103
201711006  ,0001,132000316,軸封新品,BFM1500CNR00001,1.0,842.89,842.89,30.115,Y,O0028,KJLC,223,107
201711007  ,0001,132000054,軸封新品,BBS0375CNR00001,2.0,8000.0,16000.0,1.0,Y,E0001,聚昌,202,103
201711008  ,0001,131000159,軸封新品,BNS0750WNR00002,2.0,600.0,1200.0,30.115,Y,O0028,KJLC,223,107
201711009  ,0001,214000001,軸封組,軸封+零件/102104669_000_09,2.0,1832.6,3688.2,30.1,Y,F0002,AMAT,202,102
201711009  ,0002,114000046,模組-正時皮帶 W.Flender,(PU)990-T10-16 FLEX/102143541,1.0,23.0,3688.2,30.1,Y,F0002,AMAT,202,102
201711010  ,0001,214000006,軸封組,軸封+零件/102238311_000_03,1.0,2135.0,2135.0,30.1,Y,F0002,AMAT,202,102
201711011  ,0001,132000240,軸封新品,BCM1000CNR00002,3.0,584.25,1752.75,30.1,Y,O0028,KJLC,223,107
201711012  ,0001,132000256,軸封新品,BBS0250CNR00009,3.0,244.26,7037.73,30.1,Y,O0028,KJLC,223,107
201711012  ,0002,132000253,軸封新品,BBS0375CNR00009,3.0,333.45,7037.73,30.1,Y,O0028,KJLC,223,107
