order quantity,price per unit,Log (price per unit),Total_in_NTD,item_name,規格,Customer,By_way,Types,Deal
2.0,11287.206,9.331425150874397,146044.831,軸封新品,BGS0375WNR00001,KJLC,OTHERS,國外代理商,1.0
10.0,12347.0419,9.421171791098876,146044.831,軸封新品,BNS0750CNR00001,KJLC,OTHERS,國外代理商,1.0
2.0,43200.0,10.673595774232203,86400.0,軸封新品,AFM0040WNR00002,上銀,PV,國內設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
6.0,9500.0,9.159047077588632,57000.0,軸封新品,BBS0375CNR00001,亮傑,SEMI,國內設備商,1.0
1.0,10717.0,9.279586544712997,10717.0,軸封新品,ASS0006CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,38000.0,10.545341438708522,38000.0,軸封新品,AFS0012WMN00003/102-001442-02A,漢民,SEMI,國內設備商,1.0
3.0,8864.228799999999,9.089779220928301,187530.13999999998,軸封新品,BNS0500CNR00003,KJLC,OTHERS,國外代理商,1.0
11.0,7632.4416,8.940163073089423,187530.13999999998,軸封,BGS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
10.0,7698.0596,8.94872357608444,187530.13999999998,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,14400.0,9.574983485564092,14400.0,軸封新品,XXS0006CNR00002/32030A,穩懋,SEMI,國內終端,1.0
13.0,6000.0,8.699514748210191,78000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,1.0
1.0,19237.325,9.864607681289645,19237.325,軸封新品,BCM1500CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,19237.325,9.864607681289645,43702.65815,軸封新品,BCM1500CNR00001,KJLC,OTHERS,國外代理商,1.0
3.0,8155.11105,9.00640013237503,43702.65815,軸封新品,BGS0250CNR00006,KJLC,OTHERS,國外代理商,1.0
1.0,19237.325,9.864607681289645,19237.325,軸封新品,BCM1500CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,7845.9561,8.967753531546096,7845.9561,軸封新品,BXS0250CNR00002,KJLC,OTHERS,國外代理商,1.0
2.0,60000.0,11.002099841204238,120000.0,軸封新品,AXS0020WBR00001,力鼎精密,SEMI,國內設備商,1.0
1.0,7845.9561,8.967753531546096,7845.9561,軸封新品,BXS0250CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,38000.0,10.545341438708522,97850.0,軸封新品,AFS0025WNR00003,鴻盛,OTHERS,國內終端,1.0
2.0,29925.0,10.306449530426175,97850.0,軸封新品,AFS0020WNR00007,鴻盛,OTHERS,國內終端,1.0
4.0,31800.0,10.367221568768269,130800.0,軸封新品,AFM0038CNR00002,超延,OTHERS,國內終端,1.0
3.0,1200.0,7.090076835776092,130800.0,皮帶輪,(AL6061)P90-2GT-9-6F,超延,OTHERS,國內終端,1.0
14.0,34435.0,10.446828767978799,482090.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,1.0
1.0,60000.0,11.002099841204238,60000.0,軸封新品,AXS0020WBR00001,力鼎精密,SEMI,國內設備商,1.0
6.0,19345.275,9.87020348259315,116071.65,軸封新品,BCM1500CNR00001,KJLC,OTHERS,國外代理商,1.0
28.0,6000.0,8.699514748210191,168000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,1.0
1.0,19335.75,9.869710993048598,19335.75,軸封新品,BCM1500CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,7672.8366000000005,8.94544165649933,7672.8366000000005,軸封新品,BBS0250CNR00010,KJLC,OTHERS,國外代理商,1.0
20.0,12159.1782,9.405839570999534,243183.564,軸封新品,BNS0750CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,11500.0,9.350102314351341,11500.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
40.0,20456.0384,9.926033394169105,818241.536,軸封新品,BCM2000CNR00002,KJLC,OTHERS,國外代理商,1.0
2.0,8000.0,8.987196820661973,16000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,7500.0,8.922658299524402,7500.0,軸封新品(日揚),ANS0010CNR00001/1000FF012003,日揚,SEMI,國內代理商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,8086.4676,8.99794727687401,8086.4676,軸封新品,BGS0250CNR00006,KJLC,OTHERS,國外代理商,1.0
3.0,60000.0,11.002099841204238,180000.0,軸封新品,AXS0020WBR00001,力鼎精密,SEMI,國內設備商,1.0
4.0,20000.0,9.903487552536127,80000.0,軸封新品,ABS0012CNR00002,宏達隆科技,OTHERS,國內設備商,1.0
2.0,10800.0,9.287301413112312,21600.0,軸封新品,BBS0375CNR00001,加高,OTHERS,國內終端,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
2.0,10970.7705,9.3029897878128,21941.541,軸封新品,BGS0500CNR00002,KJLC,OTHERS,國外代理商,1.0
2.0,63000.0,11.05089000537367,189000.0,軸封新品,XXS0030WNR00011,AUOL8A,DISPLAY,國內終端,0.0
1.0,63000.0,11.05089000537367,189000.0,軸封新品,XXS0030WNR00011,AUOL8A,DISPLAY,國內終端,0.0
2.0,11500.0,9.350102314351341,23000.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
6.0,35500.0,10.477287975463508,213000.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,1.0
1.0,10800.0,9.287301413112312,10800.0,軸封新品,BBS0375CNR00001,加高,OTHERS,國內終端,1.0
1.0,44000.0,10.691944912900398,44000.0,軸封新品,BXX1000CMN00001,亞太竑,INDUSTRIAL,國內代理商,1.0
24.0,6000.0,8.699514748210191,144000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,1.0
4.0,10515.75,9.26062941226935,42063.0,軸封新品,BXS0375CNR00001,KJLC,OTHERS,國外代理商,1.0
6.0,22400.0,10.01681623784313,166400.0,軸封新品,AFS0012CNR00009,優貝克,DISPLAY,國外設備商,0.0
2.0,16000.0,9.680344001221918,166400.0,軸封新品,AFM0010CNR00002,優貝克,DISPLAY,國外設備商,0.0
8.0,35500.0,10.477287975463508,284000.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,0.0
1.0,8040.7053000000005,8.992272082206094,8040.7053000000005,軸封新品,BGS0250CNR00006,KJLC,OTHERS,國外代理商,0.0
3.0,8675.4428,9.068251646740064,42254.998100000004,軸封新品,BNS0500CNR00003,KJLC,OTHERS,國外代理商,0.0
1.0,16228.669699999999,9.694534691653287,42254.998100000004,軸封新品,BFM0750CNR00001,KJLC,OTHERS,國外代理商,0.0
1.0,7692.719800000001,8.948029680073656,7692.719800000001,軸封新品,BBS0250CNR00008,KJLC,OTHERS,國外代理商,0.0
5.0,15500.0,9.648595302907339,77500.0,軸封新品,AFS0020CNR00,巨孚,INDUSTRIAL,國內設備商,0.0
66.0,6000.0,8.699514748210191,396000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,0.0
1.0,6000.0,8.699514748210191,6000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,1.0
2.0,11500.0,9.350102314351341,23000.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
4.0,7628.69635,8.93967225122706,54939.74005,軸封新品,BSS0250CNR00001,KJLC,OTHERS,國外代理商,0.0
3.0,8141.6515500000005,9.004748331536954,54939.74005,軸封新品,BGS0250CNR00006,KJLC,OTHERS,國外代理商,0.0
10.0,6000.0,8.699514748210191,60000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,0.0
10.0,6000.0,8.699514748210191,60000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,0.0
1.0,10800.0,9.287301413112312,10800.0,軸封新品,BBS0375CNR00001,加高,OTHERS,國內終端,1.0
6.0,9760.851,9.186134868229033,165724.5075,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,0.0
3.0,7780.283400000001,8.95934804324422,165724.5075,軸封新品,BBS0250CNR00008,KJLC,OTHERS,國外代理商,0.0
11.0,7619.8683,8.938514365066764,165724.5075,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,0.0
2.0,61200.0,11.021902468500418,122400.0,軸封新品,AXS0065CNR00001,INX-8,DISPLAY,國內終端,0.0
1.0,13488.75,9.509611283677943,13488.75,軸封新品,BCM0500CNR00002,KJLC,OTHERS,國外代理商,0.0
6.0,9500.0,9.159047077588632,57000.0,軸封新品,BBS0375CNR00001,亮傑,SEMI,國內設備商,0.0
2.0,49000.0,10.799575577092764,98000.0,軸封新品,XXS0625ANH00001,聯穎光電,LED,國內終端,0.0
6.0,22400.0,10.01681623784313,166400.0,軸封新品,AFS0012CNR00009,優貝克,DISPLAY,國外設備商,1.0
2.0,16000.0,9.680344001221918,166400.0,軸封新品,AFM0010CNR00002,優貝克,DISPLAY,國外設備商,1.0
39.0,6000.0,8.699514748210191,234000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,0.0
4.0,6000.0,8.699514748210191,24000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,0.0
1.0,1498750.0,14.220141985323862,1498750.0,模組(TEST),102236385_000_02,AMAT,DISPLAY,國內設備商,0.0
1.0,1498750.0,14.220141985323862,1498750.0,模組(TEST),102236385_000_02,AMAT,DISPLAY,國內設備商,0.0
1.0,1498750.0,14.220141985323862,1498750.0,模組(TEST),102236385_000_02,AMAT,DISPLAY,國內設備商,0.0
1.0,1498750.0,14.220141985323862,1498750.0,模組(TEST),102236385_000_02,AMAT,DISPLAY,國內設備商,0.0
1.0,1498750.0,14.220141985323862,1498750.0,模組(TEST),102236385_000_02,AMAT,DISPLAY,國內設備商,0.0
2.0,14987500.0,16.522727078317907,29975000.0,Drive unit / Carrier drive unit PiVoT DT PM MFS,102388766_000_02,AMAT,DISPLAY,國內設備商,0.0
2.0,14987500.0,16.522727078317907,29975000.0,Drive unit / Carrier drive unit PiVoT DT PM MFS,102388766_000_02,AMAT,DISPLAY,國內設備商,0.0
2.0,23000.0,10.043249494911286,156000.0,軸封基本維修,AXS0030W/AL3851,INX-C3,DISPLAY,國內終端,1.0
2.0,55000.0,10.915088464214607,156000.0,軸封基本維修+軸心+導磁環,AXS0030W/AL3851,INX-C3,DISPLAY,國內終端,1.0
4.0,9500.0,9.159047077588632,54150.0,軸封基本維修,AXS0030W/AL2710,INX-7,DISPLAY,國內終端,1.0
1.0,16150.0,9.689675328650802,54150.0,軸封基本維修+軸心,AXS0030W/AL2710,INX-7,DISPLAY,國內終端,1.0
1.0,12500.0,9.433483923290392,12500.0,軸封基本維修,AXS0020W/46920Z-149989K,貫旭,OTHERS,國內設備商,1.0
1.0,52000.0,10.858998997563564,81000.0,軸封基本維修+導磁環,BXM1000W/51-122030A,中興大學,LED,國內終端,1.0
1.0,29000.0,10.275051108968611,81000.0,軸封基本維修,BCM0500C/50-132405,中興大學,LED,國內終端,1.0
1.0,39500.0,10.584055950889214,39500.0,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,聯毅,SEMI,國內設備商,1.0
1.0,100000.0,11.512925464970229,100000.0,軸封基本維修+新軸承結構,AXC0134C/W-X00539,業實,DISPLAY,國內設備商,1.0
1.0,13500.0,9.51044496442652,13500.0,軸封基本維修,AXS0006C/32030A 41937K,力積電,SEMI,國內終端,1.0
3.0,9150.0,9.121509158269568,36600.0,軸封基本維修,AXS0030W/AL2710,AUOL6A,DISPLAY,國內終端,1.0
1.0,9150.0,9.121509158269568,36600.0,軸封基本維修,AXS0030W/52-132565J,AUOL6A,DISPLAY,國內終端,1.0
1.0,31000.0,10.341742483467284,31000.0,軸封基本維修+軸心+導磁環,AXS0030W/AL2710,INX-6,DISPLAY,國內終端,1.0
1.0,12500.0,9.433483923290392,12500.0,軸封基本維修,AXS0020W/46920Z,貫旭,OTHERS,國內設備商,1.0
1.0,25800.0,10.158129770909708,25800.0,軸封基本維修,AXS0020W/XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,28400.0,10.254144424149297,28400.0,軸封基本維修+導磁環,BXS0875C/52-131938C,貫旭,OTHERS,國內設備商,1.0
3.0,9150.0,9.121509158269568,27450.0,軸封基本維修,AXS0030W/AL2710,AUOL6B,DISPLAY,國內終端,1.0
3.0,12300.0,9.417354541360508,64350.0,軸封基本維修,AXS0030W/AL2290,AUOL6B,DISPLAY,國內終端,1.0
1.0,9150.0,9.121509158269568,64350.0,軸封基本維修,AXS0030W/52-132565J,AUOL6B,DISPLAY,國內終端,1.0
2.0,9150.0,9.121509158269568,64350.0,軸封基本維修,AXS0030W/52-132565J,AUOL6B,DISPLAY,國內終端,1.0
1.0,2700000.0,14.808762330974558,2700000.0,軸封基本維修+Encoder(AK ERM)+馬達組,XXH0100W/AL1350,凌巨,DISPLAY,國內終端,1.0
1.0,23000.0,10.043249494911286,57000.0,軸封基本維修,AXS0030W/AL3851,INX-C3,DISPLAY,國內終端,1.0
1.0,34000.0,10.4341158035983,57000.0,軸封基本維修+軸心,AXS0030W/AL3851,INX-C3,DISPLAY,國內終端,1.0
1.0,44000.0,10.691944912900398,44000.0,軸封基本維修+導磁環,AXS0025C/50738Z,INX-4,DISPLAY,國內終端,1.0
2.0,9150.0,9.121509158269568,27450.0,軸封基本維修,AXS0030W/52-132565J,AUOL6A,DISPLAY,國內終端,1.0
1.0,9150.0,9.121509158269568,27450.0,軸封基本維修,AXS0030W/52-132565J,AUOL6A,DISPLAY,國內終端,1.0
2.0,39500.0,10.584055950889214,79000.0,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,聯毅,SEMI,國內設備商,0.0
1.0,12500.0,9.433483923290392,12500.0,軸封基本維修,AXS0020W/46920Z,貫旭,OTHERS,國內設備商,0.0
1.0,158300.0,11.972247245869104,158300.0,軸封基本維修+導磁環(內、外),BXC4125C/54-116533/54-117533,TLG,SEMI,國外代理商,1.0
1.0,12500.0,9.433483923290392,12500.0,軸封基本維修+導磁環,AXS0020W/46920Z,貫旭,OTHERS,國內設備商,1.0
1.0,39500.0,10.584055950889214,39500.0,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,聯毅,SEMI,國內設備商,1.0
1.0,28400.0,10.254144424149297,28400.0,軸封基本維修,BXS0875C/52-131938C,貫旭,OTHERS,國內設備商,1.0
1.0,4500.0,8.411832675758411,4500.0,中空軸心,(SUS420),貫旭,OTHERS,國內設備商,1.0
3.0,15300.0,9.635608107380527,59400.0,軸封基本維修,AXM0020C/07143J,AUOL5C,DISPLAY,國內終端,1.0
1.0,11000.0,9.305650551780507,59400.0,軸心,(SUS420),AUOL5C,DISPLAY,國內終端,1.0
1.0,2500.0,7.824046010856292,59400.0,導磁環,(SUS420),AUOL5C,DISPLAY,國內終端,1.0
1.0,28000.0,10.239959789157341,28000.0,軸封基本維修,ACH0050C/19S4009/AV110920,諾華,SEMI,國內設備商,1.0
1.0,12500.0,9.433483923290392,12500.0,軸封基本維修,AXS0020W/46920Z-149989K,貫旭,OTHERS,國內設備商,1.0
1.0,22478.6,10.020319024488227,22478.6,軸封維修,AXS0030W/XXS0030WMR00001,AMAT,DISPLAY,國內設備商,1.0
2.0,9150.0,9.121509158269568,27450.0,軸封基本維修,AXS0030W/AL2710,AUOL6B,DISPLAY,國內終端,1.0
1.0,9150.0,9.121509158269568,27450.0,軸封基本維修,AXS0030W/52-132565J,AUOL6B,DISPLAY,國內終端,1.0
1.0,34500.0,10.448714603019452,34500.0,軸封基本維修,AXS0020C/AFS229/02,UMC 8F,SEMI,國內終端,1.0
1.0,36000.0,10.491274217438248,36000.0,軸封基本維修+導磁環,BXS0875C/52-131938C,鴻久科技,OTHERS,國內設備商,1.0
1.0,22311.75,10.012868724511673,22311.75,軸封維修,AXS0030W/XXS0030WMR00001,AMAT,DISPLAY,國內設備商,1.0
1.0,39500.0,10.584055950889214,39500.0,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,聯毅,SEMI,國內設備商,1.0
2.0,9500.0,9.159047077588632,35150.0,軸封基本維修,AXS0030W/AL2710,INX-7,DISPLAY,國內終端,1.0
1.0,16150.0,9.689675328650802,35150.0,軸封基本維修+軸心,AXS0030W/AL2710,INX-7,DISPLAY,國內終端,1.0
1.0,43000.0,10.668955394675699,43000.0,軸封基本維修+軸心+導磁環,ACH0050C/NA,諾華,SEMI,國內設備商,1.0
2.0,16150.0,9.689675328650802,32300.0,軸封基本維修+軸心,AXS0030W/AL2710,INX-7,DISPLAY,國內終端,1.0
6.0,9150.0,9.121509158269568,64050.0,軸封基本維修,AXS0030W/AL2710,AUOL8A,DISPLAY,國內終端,1.0
1.0,9150.0,9.121509158269568,64050.0,軸封基本維修,AXS0030W/AL2720,AUOL8A,DISPLAY,國內終端,1.0
1.0,40000.0,10.596634733096073,40000.0,軸封基本維修+導磁環,AXS0035W/XXS0027WGR,漢磊-3,SEMI,國內終端,1.0
1.0,39500.0,10.584055950889214,39500.0,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,聯毅,SEMI,國內設備商,1.0
2.0,14000.0,9.546812608597396,150000.0,軸封基本維修,AXS0030W/AL1260,瀚宇彩晶,DISPLAY,國內終端,0.0
4.0,27000.0,10.203592144986466,150000.0,軸封基本維修+軸心,AXS0030W/AL1260,瀚宇彩晶,DISPLAY,國內終端,1.0
1.0,14000.0,9.546812608597396,150000.0,軸封基本維修,AXS0030C/AL1230,瀚宇彩晶,DISPLAY,國內終端,0.0
1.0,42000.0,10.645424897265505,42000.0,軸封基本維修,AXH0075C/67767Z,INX-2,DISPLAY,國內終端,1.0
1.0,12500.0,9.433483923290392,25000.0,軸封基本維修,AXS0020W/46920Z,貫旭,OTHERS,國內設備商,
1.0,12500.0,9.433483923290392,25000.0,軸封基本維修,AXS0020W/46920Z,貫旭,OTHERS,國內設備商,1.0
1.0,12500.0,9.433483923290392,12500.0,軸封基本維修,AXS0020W/46920Z,貫旭,OTHERS,國內設備商,1.0
1.0,19000.0,9.852194258148577,19000.0,軸封基本維修,AXS0000C/52-120760D/MTR-5,聯毅,SEMI,國內設備商,1.0
2.0,9500.0,9.159047077588632,53000.0,軸封基本維修,AXS0030W/AL2710,INX-6,DISPLAY,國內終端,1.0
2.0,17000.0,9.740968623038354,53000.0,軸封基本維修+軸心,AXS0030W/AL2710,INX-6,DISPLAY,國內終端,1.0
2.0,12300.0,9.417354541360508,24600.0,軸封基本維修,AXS0030W/AL2290,AUOL6B,DISPLAY,國內終端,1.0
19.0,11000.0,9.305650551780507,209000.0,軸封基本維修,AXS0020W/AL3560,新能,PV,國內終端,1.0
1.0,21250.0,9.964112174352563,21250.0,軸封基本維修,AXS0030W/AL3851,INX-C3,DISPLAY,國內終端,1.0
1.0,50000.0,10.819778284410283,50000.0,軸封基本維修,AXH0075C/52-131471A,業實,DISPLAY,國內設備商,1.0
1.0,39500.0,10.584055950889214,39500.0,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,聯毅,SEMI,國內設備商,1.0
1.0,65000.0,11.082142548877775,65000.0,軸封基本維修,AXH0040C/21602E,力積電,SEMI,國內終端,1.0
1.0,16150.0,9.689675328650802,16150.0,軸封基本維修+軸心,AXS0030W/AL2710,INX-7,DISPLAY,國內終端,1.0
1.0,39500.0,10.584055950889214,39500.0,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,聯毅,SEMI,國內設備商,1.0
1.0,29450.0,10.290449189079732,29450.0,軸封基本維修+軸心,AXM0010C/V760101,新世紀,DISPLAY,國內終端,1.0
4.0,9150.0,9.121509158269568,36600.0,軸封基本維修,AXS0030W,AUOL7A,DISPLAY,國內終端,1.0
1.0,9500.0,9.159047077588632,60500.0,軸封基本維修,AXS0030W/AL2710,INX-6,DISPLAY,國內終端,1.0
3.0,17000.0,9.740968623038354,60500.0,軸封基本維修+軸心,AXS0030W/AL2710,INX-6,DISPLAY,國內終端,1.0
4.0,6400.0,8.764053269347762,25600.0,軸心,X280G010,AUOL7A,DISPLAY,國內終端,1.0
4.0,16150.0,9.689675328650802,64600.0,軸封基本維修+軸心,AXS0030W/AL2710,INX-7,DISPLAY,國內終端,1.0
1.0,9150.0,9.121509158269568,9150.0,軸封基本維修,AXS0030C/52-132564,AUOL6A,DISPLAY,國內終端,1.0
2.0,6650.0,8.8023721336499,13300.0,軸心,X280G010,AUOL6A,DISPLAY,國內終端,
1.0,40000.0,10.596634733096073,41000.0,軸封基本維修+導磁環,BXS0875C/52-131938C,亞太竑,INDUSTRIAL,國內代理商,1.0
2.0,500.0,6.214608098422191,41000.0,自潤軸套,"ID*OD*L(1""*1-1/8""*1"")",亞太竑,INDUSTRIAL,國內代理商,1.0
2.0,25800.0,10.158129770909708,51600.0,軸封基本維修,AXS0020W/XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,162000.0,11.99535161421452,162000.0,軸封基本維修+新軸承結構,AXC0134C/W-X00539,AUOL4A,DISPLAY,國內終端,0.0
1.0,19000.0,9.852194258148577,19000.0,軸封基本維修,AXS0000C/52-120760D/MTR-5,聯毅,SEMI,國內設備商,1.0
1.0,100000.0,11.512925464970229,100000.0,軸封基本維修+新軸承結構,AXC0134C/W-X00539,業實,DISPLAY,國內設備商,1.0
2.0,28000.0,10.239959789157341,56000.0,軸封基本維修+軸心,AXS0030C/AL2040,INX-7,DISPLAY,國內終端,1.0
1.0,40000.0,10.596634733096073,40000.0,軸封基本維修,AXH0075C/67767Z,INX-2,DISPLAY,國內終端,1.0
1.0,28400.0,10.254144424149297,28400.0,軸封基本維修+導磁環,BXS0875C/52-131938C,貫旭,OTHERS,國內設備商,1.0
1.0,28400.0,10.254144424149297,28400.0,軸封基本維修+導磁環,BXS0875C/52-131938C,貫旭,OTHERS,國內設備商,1.0
1.0,9500.0,9.159047077588632,77500.0,軸封基本維修,AXS0030W/AL2710,INX-6,DISPLAY,國內終端,1.0
4.0,17000.0,9.740968623038354,77500.0,軸封基本維修+軸心,AXS0030W/AL2710,INX-6,DISPLAY,國內終端,1.0
3.0,9150.0,9.121509158269568,64050.0,軸封基本維修,AXS0030C/52-132564,AUOL6A,DISPLAY,國內終端,1.0
4.0,9150.0,9.121509158269568,64050.0,軸封基本維修,AXS0030W/AL2710,AUOL6A,DISPLAY,國內終端,1.0
1.0,162000.0,11.99535161421452,162000.0,軸封基本維修+新軸承結構,AXC0134C/W-X00539,AUOL4A,DISPLAY,國內終端,1.0
1.0,9150.0,9.121509158269568,9150.0,軸封基本維修,AXS0030C/52-132564,AUOL6A,DISPLAY,國內終端,1.0
1.0,980000.0,13.795307850646754,980000.0,軸封基本維修+馬達組,XXH0100W/AL1340,INX-T1,DISPLAY,國內終端,1.0
1.0,39500.0,10.584055950889214,39500.0,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,聯毅,SEMI,國內設備商,1.0
1.0,9500.0,9.159047077588632,9500.0,軸封基本維修,AXS0030W/AL2710,INX-7,DISPLAY,國內終端,1.0
1.0,9500.0,9.159047077588632,92000.0,軸封基本維修,AXS0030W/AL2710,INX-6,DISPLAY,國內終端,1.0
1.0,17000.0,9.740968623038354,92000.0,軸封基本維修+軸心,AXS0030W/AL2710,INX-6,DISPLAY,國內終端,1.0
2.0,28000.0,10.239959789157341,92000.0,軸封基本維修+軸心+導磁環,AXS0030W/AL2710,INX-6,DISPLAY,國內終端,1.0
1.0,9500.0,9.159047077588632,92000.0,軸封基本維修,AXS0030W/AL2720,INX-6,DISPLAY,國內終端,1.0
1.0,16150.0,9.689675328650802,16150.0,軸封基本維修+軸心,AXS0030W/AL2720,INX-7,DISPLAY,國內終端,1.0
1.0,162000.0,11.99535161421452,162000.0,軸封基本維修+新軸承結構,AXC0134C/W-X00539,AUOL4A,DISPLAY,國內終端,1.0
1.0,60000.0,11.002099841204238,60000.0,軸封基本維修+修改,BXS3156A/1188490,旭騰,OTHERS,國內代理商,1.0
2.0,10500.0,9.259130536145614,21000.0,軸封基本維修,AXS0006C/32030A 41937K,新唐,SEMI,國內終端,1.0
